VIDEO,AUTHOR,DATE,TEXT,CLASS
pRpeEdMmmQ0,lauren sophie,2013-10-02T15:30:38.020000,her voice is so wow!,0
pRpeEdMmmQ0,Pyles Baxter,2013-10-03T00:21:52.191000," I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",1
pRpeEdMmmQ0,Pyles Baxter,2013-10-03T01:52:36.990000,"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",1
pRpeEdMmmQ0,Pyles Baxter,2013-10-03T02:25:19.324000,"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",1
pRpeEdMmmQ0,Ryan Alexander Osborn,2013-10-04T02:26:08.693000,"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",1
pRpeEdMmmQ0,jack nons,2013-10-04T02:35:47.067000,I love it,0
pRpeEdMmmQ0,ranferi delgado,2013-10-04T03:56:04.784000,best song eva,0
pRpeEdMmmQ0,mermskg,2013-10-04T05:20:55.524000,This makes me miss the world cup,0
pRpeEdMmmQ0,Tydings Jay,2013-10-04T07:47:56.333000,Waka waka,0
pRpeEdMmmQ0,Directioner For Life,2013-10-04T13:54:20.918000,I remember this :D,0
pRpeEdMmmQ0,5000palo,2013-10-04T14:21:59.312000,Shakira :-*,0
pRpeEdMmmQ0,Alain Bruno,2013-10-04T14:24:49.500000,Shakira is perfect,0
pRpeEdMmmQ0,5000palo,2013-10-04T16:15:05.278000,I want new song,0
pRpeEdMmmQ0,Aliens Studios,2013-10-04T17:13:18.472000,like!!!!!,0
pRpeEdMmmQ0,Odín000,2013-10-04T17:15:51.850000,Where are Shakifans?,0
pRpeEdMmmQ0,WhipCreamOnTop,2013-10-04T18:46:53.897000,this song is racist,0
pRpeEdMmmQ0,Capo Crimini,2013-10-04T18:59:40.338000,Your a fucking bitch,0
pRpeEdMmmQ0,emoclew71,2013-10-04T19:18:44.700000,1 753 682 421 GANGNAM STYLE ^^,1
pRpeEdMmmQ0,5000palo,2013-10-04T19:40:44.339000,She is perfect,0
pRpeEdMmmQ0,Masreya ..,2013-10-04T22:38:44.441000,I like,0
pRpeEdMmmQ0,Gabriella Korotasz,2013-10-04T22:49:59.635000,She&#39;s so pretty,0
pRpeEdMmmQ0,tyler sleetway,2013-10-05T00:57:25.078000,so beutiful,0
pRpeEdMmmQ0,tyler sleetway,2013-10-05T00:57:25.078000,so beutiful,0
pRpeEdMmmQ0,Su Xianfeng,2013-10-05T11:54:10.192000,subscribe now!!!!!! love the song!!!!!! love football!!!,1
pRpeEdMmmQ0,Hadrien Robalo Marques,2013-10-05T22:31:44.181000,The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,1
pRpeEdMmmQ0,WhatUKnow,2013-10-06T03:24:16.073000,Subscribe to my channel :)  &lt;3,1
pRpeEdMmmQ0,jameskileymusic,2013-10-06T05:38:47.524000,Check out my bass cover of hips don&#39;t lie by shakira!,1
pRpeEdMmmQ0,WhatUKnow,2013-10-07T02:59:17.497000,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,1
pRpeEdMmmQ0,OnlineJobs99,2013-10-07T03:35:34.267000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
pRpeEdMmmQ0,latrell brown,2013-10-08T18:26:06.234000,Check Out Daneja Good Girl,1
pRpeEdMmmQ0,Anderson St. Martin,2013-10-09T03:22:24.252000,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",1
pRpeEdMmmQ0,Merabi Mazmaniani,2013-10-09T14:20:36.334000,Please visit this Website: oldchat.tk,1
pRpeEdMmmQ0,Merabi Mazmaniani,2013-10-10T09:39:11.008000,Please visit this Website: oldchat.tk,1
pRpeEdMmmQ0,James Cook,2013-10-10T18:08:07.815000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
pRpeEdMmmQ0,high tems,2013-10-12T09:13:19.285000,subscribe  my,1
pRpeEdMmmQ0,The NeedleWork,2013-10-12T09:32:49.512000,Check out my channel :),1
pRpeEdMmmQ0,Louis Bryant,2013-10-12T15:19:50.282000,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",1
pRpeEdMmmQ0,Louis Bryant,2013-10-12T15:20:19.887000,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",1
pRpeEdMmmQ0,Louis Bryant,2013-10-12T15:55:05.693000,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",1
pRpeEdMmmQ0,James Cook,2013-10-14T10:35:03.861000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
pRpeEdMmmQ0,Steven Slater,2013-10-15T09:56:19.653000,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,1
pRpeEdMmmQ0,James Cook,2013-10-15T17:00:04.573000,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
pRpeEdMmmQ0,BloggerGaming2229,2013-10-16T19:05:33.329000,Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,1
pRpeEdMmmQ0,link chick,2013-10-18T13:17:29.088000,visit &quot; ww estiloproduction com &quot; best website to make money,1
pRpeEdMmmQ0,HowToMakeALotOfMoneyFast,2013-10-18T16:44:51.714000,How To Make A Lot Of Money Fast,1
pRpeEdMmmQ0,Scott Johnson,2013-10-18T19:45:43,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",1
pRpeEdMmmQ0,Mayla Stephens,2013-10-18T20:28:32.779000,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),1
pRpeEdMmmQ0,James Cook,2013-10-20T13:31:10.083000,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
pRpeEdMmmQ0,VideoPro,2013-10-20T20:52:44.901000,SUBSCRIBE ME AND I REQUITE,1
pRpeEdMmmQ0,Derek Moya,2013-10-21T05:47:26.457000,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",1
pRpeEdMmmQ0,Ishfaq khan,2013-10-21T07:18:41.460000, plz i wilsubscribe me frndzzl subscribe u back,1
pRpeEdMmmQ0,Ferdi David,2013-10-25T11:26:10.848000,we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,1
pRpeEdMmmQ0,FreshisYummy,2013-10-26T06:28:32.523000,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),1
pRpeEdMmmQ0,Laura Brown,2013-10-27T02:55:06.764000,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",1
pRpeEdMmmQ0,celebsongspoof,2013-10-27T19:00:17.015000,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",1
pRpeEdMmmQ0,AllDailyVines,2013-10-28T00:00:12.526000,:D subscribe to me for daily vines,1
pRpeEdMmmQ0,real money,2013-10-30T15:55:56.097000, subscribe to my feed,1
pRpeEdMmmQ0,lildeneiro,2013-11-01T11:03:14.840000,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",1
pRpeEdMmmQ0,rijia babu,2013-11-02T15:17:41.037000,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",1
pRpeEdMmmQ0,prem kumar,2013-11-03T11:15:28.071000,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",1
pRpeEdMmmQ0,AllDailyVines,2013-11-03T12:11:52.335000,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
pRpeEdMmmQ0,mile panika,2013-11-03T14:39:42.248000,"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",1
pRpeEdMmmQ0,angela pollman,2013-11-04T01:38:02.979000,and how many subscribers compared to her over a million,1
pRpeEdMmmQ0,Ali Reza Nipu,2013-11-05T06:23:41.092000,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",1
9bZkp7q19f0,Julius NM,2013-11-07T06:20:48,"Huh, anyway check out this you[tube] channel: kobyoshi02",1
9bZkp7q19f0,adam riyati,2013-11-07T12:37:15,"Hey guys check out my new channel and our first vid THIS IS US THE  MONKEYS!!! I'm the monkey in the white shirt,please leave a like comment  and please subscribe!!!!",1
9bZkp7q19f0,Evgeny Murashkin,2013-11-08T17:34:21,just for test I have to say murdev.com,1
9bZkp7q19f0,ElNino Melendez,2013-11-09T08:28:43,me shaking my sexy ass on my channel enjoy ^_^ ﻿,1
9bZkp7q19f0,GsMega,2013-11-10T16:05:38,watch?v=vtaRGgvGtWQ   Check this out .﻿,1
9bZkp7q19f0,Jason Haddad,2013-11-26T02:55:11,"Hey, check out my new website!! This site is about kids stuff. kidsmediausa  . com",1
9bZkp7q19f0,ferleck ferles,2013-11-27T21:39:24,Subscribe to my channel ﻿,1
9bZkp7q19f0,Bob Kanowski,2013-11-28T12:33:27,i turned it on mute as soon is i came on i just wanted to check the  views...﻿,0
9bZkp7q19f0,Cony,2013-11-28T16:01:47,You should check my channel for Funny VIDEOS!!﻿,1
9bZkp7q19f0,BeBe Burkey,2013-11-28T16:30:13,and u should.d check my channel and tell me what I should do next!﻿,1
9bZkp7q19f0,Huckyduck,2013-11-28T17:06:17,Hey subscribe to me﻿,1
9bZkp7q19f0,Lone Twistt,2013-11-28T17:34:55, Once you have started reading do not stop. If you do not subscribe to me  within one day you and you're entire family will die so if you want to stay  alive subscribe right now.﻿,1
9bZkp7q19f0,Archie Lewis,2013-11-28T17:54:39,https://twitter.com/GBphotographyGB﻿,1
9bZkp7q19f0,TheUploadaddict,2013-11-28T18:12:12,subscribe like comment﻿,1
9bZkp7q19f0,Francisco Nora,2013-11-28T19:52:35,please like :D https://premium.easypromosapp.com/voteme/19924/616375350﻿,1
9bZkp7q19f0,Gaming and Stuff PRO,2013-11-28T21:14:13,"Hello! Do you like gaming, art videos, scientific experiments, tutorials,  lyrics videos, and much, much more of that? If you do please check out our  channel and subscribe to it, we've just started, but soon we hope we will  be able to cover all of our expectations... You can also check out what  we've got so far!﻿",1
9bZkp7q19f0,Zielimeek21,2013-11-28T21:49:00,I'm only checking the views﻿,0
9bZkp7q19f0,OutrightIgnite,2013-11-28T21:55:02,http://www.ebay.com/itm/171183229277?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
9bZkp7q19f0,Tony K Frazier,2013-11-28T23:57:13,http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,1
9bZkp7q19f0,Jose Renteria,2013-11-29T00:22:01,"We are an EDM apparel company dedicated to bringing you music inspired  designs. Our clothing is perfect for any rave or music festival. We have  NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on  Facebook or on instagraml for free giveaways news and more!! visit our site  at OnCueApparel﻿",1
9bZkp7q19f0,zhichao wang,2013-11-29T02:13:56,i think about 100 millions of the views come from people who only wanted to  check the views﻿,0
9bZkp7q19f0,Carlos Thegamer,2013-12-01T01:20:21,subscribe to my channel people :D﻿,1
9bZkp7q19f0,OutrightIgnite,2013-12-01T03:30:55,Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,1
9bZkp7q19f0,Owen Lai,2013-12-01T04:51:52,just checking the views﻿,0
9bZkp7q19f0,||GuitarZ||,2013-12-23T12:54:38,CHECK OUT MY CHANNEL,1
9bZkp7q19f0,Living4Techno,2013-12-25T19:46:26,marketglory . com/strategygame/andrijamatf earn real money from game,1
9bZkp7q19f0,8-BitMusic,2013-12-27T23:07:50,Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!,1
9bZkp7q19f0,Kyle Jaber,2014-01-19T00:21:29,Check me out! I'm kyle. I rap so yeah ﻿,1
9bZkp7q19f0,Brandon Pryor,2014-01-19T00:36:25,I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0
9bZkp7q19f0,Fun&amp;Hacks,2014-01-19T00:42:35,"Subscribe to me for free Android games, apps.. ﻿",1
9bZkp7q19f0,Young Hittaz,2014-01-19T04:21:11,everyone please come check our newest song in memories of Martin Luther  King Jr.﻿,1
9bZkp7q19f0,DropShotSk8r,2014-01-19T04:27:18,"Came here to check the views, goodbye.﻿",0
9bZkp7q19f0,ElepticRage,2014-01-19T08:55:53,sub my channel for no reason -_-﻿,1
9bZkp7q19f0,Joengz,2014-01-19T10:31:10,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",1
9bZkp7q19f0,Tasha Lucius,2014-01-19T13:25:56,2 billion....Coming soon﻿,0
9bZkp7q19f0,Jason Provencal,2014-01-19T16:15:54,Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,0
9bZkp7q19f0,Kiddy Kidso,2014-01-19T16:49:52,Check my channel please! And listen to the best music ever :P﻿,1
9bZkp7q19f0,HamzaMurt | Advanced Warefare | Lets Play!,2014-01-19T17:20:58,SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS  COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL  SUBSCRIBE BACK THANKS﻿,1
9bZkp7q19f0,ii Trollercopter,2014-01-19T17:25:23," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1
9bZkp7q19f0,Eugene Kalinin,2014-01-19T19:21:04,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1
9bZkp7q19f0,Cody Tolleson,2014-01-20T02:50:44,YouTube/codytolleson for awesome videos I'll subscribe back ﻿,1
9bZkp7q19f0,cake cat,2014-01-20T04:45:34,if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel﻿,1
9bZkp7q19f0,World327RS,2014-01-20T06:16:28,SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1
9bZkp7q19f0,Didier Drogba,2014-01-20T06:57:25,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1
9bZkp7q19f0,MFkin PRXPHETZ,2014-01-20T09:08:39,"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1
9bZkp7q19f0,Dave X,2014-01-20T10:12:07,....subscribe......  ......to my........  .....channel.......﻿,1
9bZkp7q19f0,crestpee,2014-01-20T13:03:12,"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0
9bZkp7q19f0,Leonardo Baptista,2014-01-20T15:10:27,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1
9bZkp7q19f0,Phuc Ly,2014-01-20T15:27:47,go here to check the views :3﻿,0
9bZkp7q19f0,Milan George,2014-01-20T16:15:09,thumbs up if u checked this video to see hw views it got﻿,0
9bZkp7q19f0,Kirsty Brown,2014-01-20T16:41:27,Plz subscribe to my channel and I will subscribe back xx﻿,1
9bZkp7q19f0,Kochos,2014-01-20T17:08:37,i check back often to help reach 2x10^9 views and I avoid watching Baby﻿,0
9bZkp7q19f0,eSkiip,2014-01-20T17:22:53,This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.﻿,0
9bZkp7q19f0,Wumrogue lite,2014-01-20T17:29:52,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
9bZkp7q19f0,Ruddy Tapia,2014-01-20T17:58:46,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1
9bZkp7q19f0,Artsi,2014-01-20T18:52:12,Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1
9bZkp7q19f0,ProsGamerOnly,2014-01-20T20:00:55,hi guys check my youtube channel﻿,1
9bZkp7q19f0,JP Jochem,2014-01-20T20:23:35,Subscribe and like to me for more how to videos on minecraft!﻿,1
9bZkp7q19f0,Jdidk Loma,2014-01-20T20:35:56,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿,1
9bZkp7q19f0,BaconBro HD,2014-01-20T21:11:52,Subscribe ME!﻿,1
9bZkp7q19f0,Eanna Cusack,2014-01-20T22:20:59,Im just to check how much views it has﻿,0
9bZkp7q19f0,fastestghost,2014-01-21T02:09:22,The first comment is chuck norrus ovbiously :D﻿,0
9bZkp7q19f0,StuntmanGaming,2014-01-21T02:29:43,Behold the most viewed youtube video in the history of ever﻿,0
9bZkp7q19f0,Master Chief,2014-01-21T03:16:46,when is this gonna hit 2 billion?﻿,0
9bZkp7q19f0,David Bell,2014-01-21T03:18:31,the most viewed youtube video of all time?﻿,0
9bZkp7q19f0,virgie natividad,2014-01-21T07:33:30,"969,210 dislikes like dislike themselves﻿",0
9bZkp7q19f0,asd ad,2014-01-21T08:22:06,psy=korean﻿,0
9bZkp7q19f0,Dymetex,2014-01-21T09:03:36,"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ﻿",0
9bZkp7q19f0,MrTuizentfloot,2014-01-21T13:39:13,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0
9bZkp7q19f0,OREOGAM3R,2014-01-25T19:36:25,It's been back for quite a while now.,0
9bZkp7q19f0,LEONARDO CAETANO,2014-01-27T19:36:00,2 Billions in 2014,0
KQ6zr6kCPj8,Matheus Macedo,2014-07-21T04:24:24.585000,NICE :3﻿,0
KQ6zr6kCPj8,xXxPWND 420xXx,2014-07-21T11:05:51.945000,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,1
KQ6zr6kCPj8,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1
KQ6zr6kCPj8,Bob Orton,2014-07-22T00:26:50.820000,love this song﻿,0
KQ6zr6kCPj8,Salty Croc,2014-07-22T04:20:37.489000,Like this comment for no reason﻿,1
KQ6zr6kCPj8,ItsJoey Dash,2014-07-22T10:02:25.925000,EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,1
KQ6zr6kCPj8,ItsJoey Dash,2014-07-22T10:04:00.700000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
KQ6zr6kCPj8,ItsJoey Dash,2014-07-22T10:04:05.755000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
KQ6zr6kCPj8,Ksenia Vladimirova,2014-07-22T11:06:07.798000,Looooooooove this song!!!!!!!!!:))))))﻿,0
KQ6zr6kCPj8,aXXeHackeR,2014-07-22T11:41:57.927000,watch this with sound off!﻿,0
KQ6zr6kCPj8,Robotic Band,2014-07-22T12:52:36.698000,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,0
KQ6zr6kCPj8,Juan Martinez,2014-07-22T13:22:54.111000,I learned the shuffle because of them﻿,0
KQ6zr6kCPj8,Salah DK,2014-07-22T13:45:20.355000,awesome﻿,0
CevxZvSJLk8,lekanaVEVO1,2014-07-22T15:27:50,i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic﻿,1
KQ6zr6kCPj8,fulvio colace,2014-07-22T16:54:45.949000,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,0
KQ6zr6kCPj8,kimberly dezan,2014-07-22T18:38:37.217000,Love your song makes me happy﻿,0
KQ6zr6kCPj8,ownpear902,2014-07-22T18:44:36.299000,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1
KQ6zr6kCPj8,Naga Berapi,2014-07-22T19:53:49.636000,The best song ever!﻿,0
KQ6zr6kCPj8,Naga Berapi,2014-07-22T19:53:51.238000,The best song ever!﻿,0
KQ6zr6kCPj8,ItstheSauce92,2014-07-23T05:22:52.881000,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,0
KQ6zr6kCPj8,Devin Thornton,2014-07-23T08:37:48.377000,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
KQ6zr6kCPj8,mariosergopao,2014-07-23T10:58:59.825000, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,0
KQ6zr6kCPj8,Dávid Baranovič,2014-07-23T11:57:11.271000,every bady yust have a good time﻿,0
KQ6zr6kCPj8,t tatsuya,2014-07-23T13:19:09.247000,very good song:)﻿,0
KQ6zr6kCPj8,Renee Nelson,2014-07-23T22:23:47.235000,Good video﻿,0
KQ6zr6kCPj8,Mah Productions,2014-07-26T17:07:51.274000,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
KQ6zr6kCPj8,Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)﻿,1
CevxZvSJLk8,Pyunghee,2014-07-27T01:57:16,http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;﻿,1
